ID,SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,CITY,STATE,ZIP,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS.ON.MARKET,X..SQUARE.FEET,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
33316,MLS Listing,NA,Single Family Residential,Miami,FL,33186,3,2,Panache Sec 02,1761,5775,1985,71,218,66,Active,,,MARMLS,N,Y,25.7,-80.4
33317,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32211,3,2,Arlington Hills,1075,NA,1958,7,105,NA,Active,,,NEFLMLS,N,Y,30.3,-81.6
33318,MLS Listing,NA,Condo/Co-op,Richmond,VA,23219,1,1,Downtown,940,4843,1920,84,202,100,Active,NA,NA,CVRMLS,N,Y,37.5,-77.4
33319,MLS Listing,NA,Single Family Residential,Orlando,FL,32825,3,2,Orlando,1806,9216,1997,33,149,6,Active,,,MFRMLS,N,Y,28.5,-81.3
33320,MLS Listing,NA,Single Family Residential,Raleigh,NC,27615,4,3,Emerald Point,2182,8712,1995,111,144,21,Active,,,TMLS,N,Y,35.9,-78.7
33321,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32219,4,3,Lincoln Villas,2635,NA,1964,140,45,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33322,MLS Listing,NA,Single Family Residential,Irvine,CA,92603,5,6,SH - Shady Canyon,8539,38507,2004,76,783,650,Active,,,CRMLS,N,Y,33.6,-117.8
33323,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1.5,The Bond,1080,NA,2016,19,417,585,Active,,,MARMLS,N,Y,25.8,-80.2
33324,MLS Listing,NA,Condo/Co-op,Flushing,NY,11355,1,1,Georgian Town Condo,NA,NA,1983,42,NA,172,Active,,,MLSLI,N,Y,40.8,-73.8
33325,MLS Listing,NA,Single Family Residential,Jamaica,NY,11432,4,2.5,Highland Park,1644,4440,1930,106,547,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33326,MLS Listing,NA,Townhouse,Baltimore,MD,21230,3,2,Pig Town,1400,3528,1900,97,136,NA,Active,,,MRIS,N,Y,39.3,-76.6
33327,MLS Listing,NA,Single Family Residential,Malba,NY,11357,4,2,Malba,NA,5148,1965,29,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.8
33328,MLS Listing,NA,Townhouse,Baltimore,MD,21225,1,1,Brooklyn,672,NA,1900,413,45,NA,Active,,,MRIS,N,Y,39.2,-76.6
33329,MLS Listing,NA,Single Family Residential,Atlanta,GA,30310,3,2.5,Mechanicsville,NA,3920,2004,61,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.4
33330,MLS Listing,NA,Multi-Family (2-4 Unit),Flushing,NY,11366,10,4.5,Flushing,NA,3870,1952,8,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33331,MLS Listing,NA,Single Family Residential,Miami,FL,33129,5,5.5,Villas De Vizcaya,3603,5000,2002,295,465,400,Active,,,MARMLS,N,Y,25.7,-80.2
33332,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2,Sls Brickell,1332,NA,2016,120,863,789,Active,,,MARMLS,N,Y,25.8,-80.2
33333,MLS Listing,NA,Single Family Residential,Atlanta,GA,30305,6,7.5,Tuxedo Park,NA,80150,2018,125,NA,NA,Active,,,FMLS,N,Y,33.9,-84.4
33334,MLS Listing,NA,Townhouse,Baltimore,MD,21213,4,3,Baltimore City,NA,4600,1925,61,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
33335,MLS Listing,NA,Townhouse,Glendale,NY,11385,3,1.5,Glendale,NA,1800,1940,22,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.9
33336,MLS Listing,NA,Townhouse,Orlando,FL,32837,3,2.5,Orlando,1956,1989,2008,14,128,380,Active,,,MFRMLS,N,Y,28.4,-81.4
33337,New Construction Plan,NA,Single Family Residential,Cary,NC,27519,3,3,Ashbourne,3145,NA,NA,NA,162,NA,Active,,,NewHomeSource.com,N,Y,35.8,-78.9
33338,MLS Listing,NA,Townhouse,Orlando,FL,32832,4,3.5,Orlando,1902,2178,2017,195,143,204,Active,,,MFRMLS,N,Y,28.4,-81.2
33339,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32226,4,2,Cedarbrook,1862,NA,NA,NA,114,NA,Active,,,DR Horton,N,Y,30.5,-81.6
33340,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,1,1.5,The Grand Condominum,NA,NA,1986,7,NA,663,Active,,,MARMLS,N,Y,25.8,-80.2
33341,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,4,3,The Preserve at Jordan Lake,3338,20473,2004,12,161,83,Active,,,TMLS,N,Y,35.8,-79.1
33342,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,2,Three Tequesta,1520,NA,2001,21,526,916,Active,,,MARMLS,N,Y,25.8,-80.2
33343,MLS Listing,NA,Single Family Residential,Miami,FL,33142,3,2,Floral Pk 1st Amd,1678,5250,1953,189,154,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33344,New Construction Plan,NA,Single Family Residential,Orlando,FL,32832,5,3.5,Live Oak Estates,3564,NA,NA,NA,187,NA,Active,,,NewHomeSource.com,N,Y,28.4,-81.2
33345,MLS Listing,NA,Condo/Co-op,Flushing,NY,11355,2,1,N/A,NA,7500,1931,4,NA,199,Active,,,MLSLI,N,Y,40.8,-73.8
33346,MLS Listing,NA,Single Family Residential,Fairfax,VA,22030,4,3.5,Reserve At Hampton Springs,3217,11101,2018,21,317,125,Active,,,MRIS,N,Y,38.8,-77.4
33347,MLS Listing,NA,Single Family Residential,Orlando,FL,32810,1,1,Orlando,878,20037,1967,237,205,NA,Active,,,MFRMLS,N,Y,28.6,-81.4
33348,MLS Listing,NA,Vacant Land,Atlanta,GA,30327-3652,NA,NA,Buckhead,NA,83112,NA,145,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33349,MLS Listing,NA,Condo/Co-op,New York,NY,10024,1,1,Upper West Side,NA,NA,NA,6,NA,NA,Active,,,REBNY,N,Y,40.8,-74
33350,MLS Listing,NA,Single Family Residential,Atlanta,GA,30310-4945,3,2,Sylvan Ridge,1260,10890,1950,12,166,NA,Active,,,GAMLS,N,Y,33.7,-84.4
33351,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,3,3,Montclair,2425,6011,2018,3,190,66,Active,,,TMLS,N,Y,35.9,-79
33352,MLS Listing,NA,Townhouse,Atlanta,GA,30316,3,3.5,Eastland Gates,NA,NA,2017,105,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
33353,MLS Listing,NA,Single Family Residential,Queens Village,NY,11429,3,2.5,Queens Village,NA,3000,1925,41,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.7
33354,MLS Listing,NA,Single Family Residential,Miami,FL,33186,4,3,,2845,14922,1999,23,249,NA,Active,,,MARMLS,N,Y,25.7,-80.4
33355,MLS Listing,NA,Condo/Co-op,Miami,FL,33129,4,5.5,Santa Maria Condo,5730,NA,1997,365,1309,13264,Active,,,MARMLS,N,Y,25.8,-80.2
33356,MLS Listing,NA,Single Family Residential,Raleigh,NC,27610,3,3,Chastian,2177,7405,2007,27,99,14,Active,,,TMLS,N,Y,35.7,-78.5
33357,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,5,3,Jax Golf & Cc,2946,NA,1995,35,188,115,Active,,,NEFLMLS,N,Y,30.3,-81.5
33358,MLS Listing,NA,Mobile/Manufactured Home,Brea,CA,92821,2,2,86 - Brea,NA,NA,1971,6,NA,NA,Active,,,CRMLS,N,Y,33.9,-117.9
33359,MLS Listing,NA,Multi-Family (2-4 Unit),Huntington Beach,CA,92649,4,4,15 - West Huntington Beach,1350,1742,1932,29,981,NA,Active,,,CRMLS,N,Y,33.7,-118.1
33360,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32257,4,3,Preserve At San Jose,1705,NA,1974,47,73,406,Active,,,NEFLMLS,N,Y,30.2,-81.6
33361,MLS Listing,NA,Condo/Co-op,Richmond,VA,23223,1,1,Villas Of Oakwood South,560,522,1966,29,83,96,Active,NA,NA,CVRMLS,N,Y,37.5,-77.4
33362,MLS Listing,NA,Vacant Land,Jacksonville,FL,32256,NA,NA,Greenland,NA,NA,NA,888,NA,NA,Active,,,NEFLMLS,N,Y,30.2,-81.5
33363,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1,LW - Laguna Woods,970,958,1969,6,232,550,Active,,,CRMLS,N,Y,33.6,-117.7
33364,MLS Listing,NA,Multi-Family (2-4 Unit),New York,NY,10011,8,5.5,Chelsea,NA,NA,NA,1,NA,NA,Active,,,REBNY,N,Y,40.7,-74
33365,MLS Listing,NA,Single Family Residential,Huntington Beach,CA,92648,4,3,15 - West Huntington Beach,1972,2770,2004,7,471,290,Active,,,CRMLS,N,Y,33.7,-118
33366,MLS Listing,NA,Single Family Residential,Fairfax,VA,22030,5,4,Glen Alden,2788,43560,1963,48,287,NA,Active,,,MRIS,N,Y,38.8,-77.4
33367,MLS Listing,NA,Single Family Residential,Irvine,CA,92618,5,5.5,GP - Great Park,4676,6601,2016,135,426,NA,Active,,,CRMLS,N,Y,33.7,-117.7
33368,MLS Listing,NA,Single Family Residential,Atlanta,GA,30314-3411,4,2,Vine City,1368,3920,1925,15,66,NA,Active,,,GAMLS,N,Y,33.8,-84.4
33369,MLS Listing,NA,Single Family Residential,Baltimore,MD,21212,3,2.5,Homeland,2780,10040,1935,113,187,19,Active,March-11-2018 01:00 PM,March-11-2018 03:00 PM,MRIS,N,Y,39.4,-76.6
33370,MLS Listing,NA,Single Family Residential,Baltimore,MD,21206,3,2,Gardenville,840,4273,1925,22,237,NA,Active,,,MRIS,N,Y,39.3,-76.6
33371,MLS Listing,NA,Townhouse,Atlanta,GA,30339,3,3.5,The Battery On Paces Ferry,NA,NA,2011,20,NA,NA,Active,,,FMLS,N,Y,33.9,-84.5
33372,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Carbonell,1418,NA,2005,855,493,908,Active,,,MARMLS,N,Y,25.8,-80.2
33373,MLS Listing,NA,Single Family Residential,Costa Mesa,CA,92626,3,3,C1 - Mesa Verde,1995,7680,2003,63,514,NA,Active,,,CRMLS,N,Y,33.7,-117.9
33374,MLS Listing,NA,Single Family Residential,Orlando,FL,32806,5,4,Orlando,3556,15027,1994,8,211,92,Active,,,MFRMLS,N,Y,28.5,-81.3
33375,MLS Listing,NA,Vacant Land,Trabuco Canyon,CA,NA,NA,NA,TC - Trabuco Canyon,NA,252778,NA,321,NA,NA,Active,,,CRMLS,N,Y,33.7,-117.6
33376,MLS Listing,NA,Single Family Residential,Atlanta,GA,30327-3640,5,5.5,Buckhead,6063,NA,2003,163,577,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33377,MLS Listing,NA,Single Family Residential,Miami,FL,33138,4,3,Amd Pl Biscayne Pines,NA,9000,1946,118,NA,NA,Active,,,MARMLS,N,Y,25.9,-80.2
33378,MLS Listing,NA,Townhouse,Orlando,FL,32822,3,2.5,Orlando,1544,818,2006,22,123,215,Active,,,MFRMLS,N,Y,28.5,-81.3
33379,MLS Listing,NA,Townhouse,Miami,FL,33174,3,2,,1010,NA,1983,337,216,185,Active,,,MARMLS,N,Y,25.8,-80.4
33380,MLS Listing,NA,Condo/Co-op,Laguna Hills,CA,92653,3,2.5,S2 - Laguna Hills,1460,NA,1976,6,340,390,Active,,,CRMLS,N,Y,33.6,-117.7
33381,MLS Listing,NA,Single Family Residential,Fullerton,CA,92833,4,2,83 - Fullerton,1598,5100,1978,8,438,140,Active,,,CRMLS,N,Y,33.9,-118
33382,MLS Listing,NA,Condo/Co-op,Bronx,NY,10463,1,1,Riverdale,800,NA,1966,70,256,NA,Active,,,HGMLS,N,Y,40.9,-73.9
33383,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,4,5.5,Asia,3813,NA,2008,138,1023,3500,Active,,,MARMLS,N,Y,25.8,-80.2
33384,MLS Listing,NA,Multi-Family (2-4 Unit),Jamaica,NY,11435,10,3,Jamaica,NA,3800,1925,4,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33385,MLS Listing,NA,Single Family Residential,Orlando,FL,32828,4,3,Orlando,2970,8994,1999,43,125,36,Active,,,MFRMLS,N,Y,28.5,-81.2
33386,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32244,3,2,Huntington Woods,1320,NA,1994,2,125,NA,Active,,,NEFLMLS,N,Y,30.2,-81.8
33387,MLS Listing,NA,Single Family Residential,Richmond,VA,23222,5,2,Chestnut Hills,3204,5601,1910,110,56,NA,Active,NA,NA,CVRMLS,N,Y,37.6,-77.4
33388,MLS Listing,NA,Multi-Family (2-4 Unit),Bronx,NY,10466,5,3,Bronx,1747,4896,1940,9,383,NA,Active,,,HGMLS,N,Y,40.9,-73.8
33389,MLS Listing,NA,Single Family Residential,Baltimore,MD,21207,4,2.5,N/a,1896,7179,1923,21,100,NA,Active,,,MRIS,N,Y,39.3,-76.7
33390,MLS Listing,NA,Condo/Co-op,Miami,FL,33143,2,2,Granada Dadeland Condo,1087,NA,1967,1,184,399,Active,,,MARMLS,N,Y,25.7,-80.3
33391,MLS Listing,NA,Single Family Residential,Raleigh,NC,27609,4,4,Chestnut Hills,3300,13068,2018,62,241,NA,Active,,,TMLS,N,Y,35.9,-78.7
33392,MLS Listing,NA,Single Family Residential,Orlando,FL,32817,3,2,Orlando,1454,11382,1992,209,160,NA,Active,,,MFRMLS,N,Y,28.6,-81.3
33393,MLS Listing,NA,Single Family Residential,Baltimore,MD,21210,7,3.5,Baltimore City,3080,12371,1924,6,198,3,Active,,,MRIS,N,Y,39.4,-76.6
33394,New Construction Plan,NA,Single Family Residential,Miami,FL,33187,3,2,Mosaic at Venetian Parc,2363,NA,NA,NA,174,NA,Active,,,NewHomeSource.com,N,Y,25.6,-80.4
33395,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32257,4,2,Losco Junction,1960,NA,1983,119,112,NA,Active,,,NEFLMLS,N,Y,30.2,-81.6
33396,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,Brickell Heights E T,1178,NA,2017,228,711,725,Active,,,MARMLS,N,Y,25.8,-80.2
33397,MLS Listing,NA,Single Family Residential,San Juan Capistrano,CA,92675,5,5,JN - San Juan North,6895,16048,1992,62,391,280,Active,,,CRMLS,N,Y,33.5,-117.7
33398,MLS Listing,NA,Condo/Co-op,Bronx,NY,10465,2,2,Bronx,1142,NA,2006,8,385,585,Active,,,HGMLS,N,Y,40.8,-73.8
33399,MLS Listing,NA,Vacant Land,Orlando,FL,32818,0,NA,Orlando,NA,13483,NA,604,NA,NA,Active,,,MFRMLS,N,Y,28.6,-81.5
33400,New Construction Plan,NA,Single Family Residential,Raleigh,NC,27613,3,3,Stonehenge Manors,2962,NA,NA,NA,194,NA,Active,,,NewHomeFeed,N,Y,35.9,-78.7
33401,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,NA,1,Latitude On The River,451,NA,2007,34,466,27,Active,,,MARMLS,N,Y,25.8,-80.2
33402,New Construction Plan,NA,Single Family Residential,Morrisville,NC,27560,2,2,Sterling,2237,NA,NA,NA,125,NA,Active,,,NewHomeSource.com,N,Y,35.9,-78.8
33403,MLS Listing,NA,Condo/Co-op,Miami,FL,33134,1,1.5,The Douglas Residence,786,NA,2007,36,253,293,Active,,,MARMLS,N,Y,25.8,-80.3
33404,MLS Listing,NA,Single Family Residential,Miami,FL,33193,5,4,Rivendell,2868,6365,2006,2,105,NA,Active,,,MARMLS,N,Y,25.7,-80.5
33405,MLS Listing,NA,Townhouse,Atlanta,GA,30316,3,3.5,Eastland Gates,NA,NA,2017,1,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.3
33406,MLS Listing,NA,Single Family Residential,St. Island,NY,10309,5,2.5,St. Island,2160,2834,1999,47,338,NA,Active,,,BNYMLS,N,Y,40.5,-74.2
33407,MLS Listing,NA,Townhouse,Baltimore,MD,21217,3,2,Druid Heights,NA,NA,1920,5,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
33408,MLS Listing,NA,Single Family Residential,Raleigh,NC,27614,4,6,The Moorlands,5884,36154,2003,119,149,79,Active,,,TMLS,N,Y,36,-78.7
33409,MLS Listing,NA,Condo/Co-op,Orlando,FL,32809,2,1,Orlando,847,166804,1969,54,71,337,Active,,,MFRMLS,N,Y,28.5,-81.4
33410,MLS Listing,NA,Mobile/Manufactured Home,Huntington Beach,CA,92646,3,3,14 - South Huntington Beach,1566,NA,2016,100,146,NA,Active,,,CRMLS,N,Y,33.7,-117.9
33411,MLS Listing,NA,Vacant Land,Atlanta,GA,30315-7311,NA,NA,Preston Hills,NA,6534,NA,33,NA,65,Active,,,GAMLS,N,Y,33.7,-84.4
33412,MLS Listing,NA,Single Family Residential,Atlanta,GA,30342-2521,5,4.5,Chastain Park,4680,30187,2018,2,362,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33413,MLS Listing,NA,Single Family Residential,Coral Gables,FL,33133,3,2,Sans Souci Rev & Amd,1744,10000,1959,42,573,NA,Active,,,MARMLS,N,Y,25.7,-80.3
33414,MLS Listing,NA,Multi-Family (2-4 Unit),Baltimore,MD,21234,NA,NA,Parkville,2968,5632,1930,2,84,NA,Active,,,MRIS,N,Y,39.4,-76.5
33415,MLS Listing,NA,Single Family Residential,North Tustin,CA,92705,4,2.25,NTS - North Tustin,2300,21450,1955,10,602,NA,Active,March-11-2018 01:00 PM,March-11-2018 04:00 PM,CRMLS,N,Y,33.8,-117.8
33416,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,2.5,Icon Brickell,1825,NA,2008,34,1000,1700,Active,,,MARMLS,N,Y,25.8,-80.2
33417,MLS Listing,NA,Single Family Residential,Cary,NC,27519,4,4,Chatham,3531,19558,2018,96,204,61,Active,,,TMLS,N,Y,35.8,-78.9
33418,MLS Listing,NA,Single Family Residential,Apex,NC,27523,5,5,The Enclave,4627,16552,2017,193,170,75,Active,,,TMLS,N,Y,35.8,-78.9
33419,MLS Listing,NA,Townhouse,Baltimore,MD,21216,3,1,Rosemont,1360,NA,1918,112,16,NA,Active,,,MRIS,N,Y,39.3,-76.7
33420,MLS Listing,NA,Single Family Residential,Atlanta,GA,30341,3,1,Happy Valley,NA,8712,1955,313,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.3
33421,MLS Listing,NA,Single Family Residential,San Juan Capistrano,CA,92675,4,2,JN - San Juan North,1413,4655,1974,93,432,124,Active,,,CRMLS,N,Y,33.5,-117.7
33422,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11209,4,3,Brooklyn,1938,2400,1925,1,712,NA,Active,,,BNYMLS,N,Y,40.6,-74
33423,MLS Listing,NA,Condo/Co-op,Miami,FL,33129,2,2,Leparc At Brickell,1081,NA,2016,545,462,868,Active,,,MARMLS,N,Y,25.8,-80.2
33424,MLS Listing,NA,Single Family Residential,Orlando,FL,32812,3,2,Orlando,1630,12340,1979,123,166,NA,Active,,,MFRMLS,N,Y,28.5,-81.3
33425,MLS Listing,NA,Townhouse,Flushing,NY,11365,3,1.5,Flushing,1633,1800,1940,4,459,NA,Active,March-10-2018 01:00 PM,March-10-2018 03:00 PM,MLSLI,N,Y,40.7,-73.8
33426,MLS Listing,NA,Multi-Family (2-4 Unit),Stanton,CA,90680,9,8,11 - Westside,4360,7841,1975,51,307,NA,Active,,,CRMLS,N,Y,33.8,-118
33427,MLS Listing,NA,Single Family Residential,Laguna Niguel,CA,92677,5,7.5,LNSLT - Salt Creek,11000,129112,2016,301,1355,600,Active,,,CRMLS,N,Y,33.5,-117.7
33428,MLS Listing,NA,Condo/Co-op,Doral,FL,33178,2,2.5,St Maarten At Grand Bay,1153,NA,2014,42,225,223,Active,,,MARMLS,N,Y,25.8,-80.4
33429,MLS Listing,NA,Single Family Residential,Chamblee,GA,30341,3,1,Wingate Village,1252,13068,1948,12,239,NA,Active,,,GAMLS,N,Y,33.9,-84.3
33430,MLS Listing,NA,Single Family Residential,Atlanta,GA,30339,5,6,Carters Grove,NA,6952,1999,14,NA,NA,Active,,,FMLS,N,Y,33.9,-84.5
33431,MLS Listing,NA,Townhouse,Baltimore,MD,21224,2,1,Canton,976,900,1900,15,327,NA,Active,,,MRIS,N,Y,39.3,-76.6
33432,MLS Listing,NA,Vacant Land,Jacksonville,FL,32226,NA,NA,Black Hammock Island,NA,NA,NA,128,NA,NA,Active,,,NEFLMLS,N,Y,30.5,-81.5
33433,MLS Listing,NA,Single Family Residential,Orlando,FL,32836,4,3,Orlando,2630,10398,1996,36,179,27,Active,,,MFRMLS,N,Y,28.4,-81.5
33434,MLS Listing,NA,Condo/Co-op,Orlando,FL,32819,2,2,Orlando,1870,13309,1985,154,211,848,Active,,,MFRMLS,N,Y,28.5,-81.5
33435,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32220,3,2,Old Plank Plantation,2091,NA,2005,54,122,33,Active,,,NEFLMLS,N,Y,30.3,-81.9
33436,MLS Listing,NA,Townhouse,Fairfax,VA,22033,3,3,Leonard Property,1940,1888,2002,36,304,104,Active,,,MRIS,N,Y,38.9,-77.4
33437,MLS Listing,NA,Single Family Residential,Baltimore,MD,21225,3,1.5,Brokklyn,1392,3750,1920,98,103,NA,Active,,,MRIS,N,Y,39.2,-76.6
33438,MLS Listing,NA,Single Family Residential,Atlanta,GA,30309-3319,3,3,Ansley Park,4082,5967,1916,36,312,NA,Active,,,GAMLS,N,Y,33.8,-84.4
33439,MLS Listing,NA,Vacant Land,Yorba Linda,CA,92887,NA,NA,85 - Yorba Linda,NA,139392,NA,20,NA,NA,Active,,,CRMLS,N,Y,33.9,-117.7
33440,MLS Listing,NA,Condo/Co-op,Miami,FL,33156,2,2,Metropolis I,1350,NA,2006,188,230,983,Active,,,MARMLS,N,Y,25.7,-80.3
33441,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32254,5,3,Picketts Cove,2511,NA,NA,NA,82,NA,Active,,,DR Horton,N,Y,30.4,-81.7
33442,MLS Listing,NA,Townhouse,Brookhaven,GA,30319,3,3.5,Parkhaven,NA,NA,2018,29,NA,NA,Active,,,FMLS,N,Y,33.9,-84.3
33443,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,2,The Mark On Brickell,1490,NA,2001,119,490,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33444,MLS Listing,NA,Single Family Residential,Atlanta,GA,30318,3,2,Collier Hills,2030,16988,1942,20,328,NA,Active,March-11-2018 02:00 PM,March-11-2018 04:00 PM,GAMLS,N,Y,33.8,-84.4
33445,MLS Listing,NA,Multi-Family (2-4 Unit),Fresh Meadows,NY,11365,9,4.5,Fresh Meadows,NA,7314,1957,58,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33446,MLS Listing,NA,Single Family Residential,,NY,11433,5,2.5,Queens,1828,2500,1920,90,260,NA,Active,,,BNYMLS,N,Y,40.7,-73.8
33447,MLS Listing,NA,Single Family Residential,Miami,FL,33170,4,3,Hainlin Mills Estate,3627,18932,1990,196,117,NA,Active,,,MARMLS,N,Y,25.6,-80.4
33448,MLS Listing,NA,Townhouse,Huntington Beach,CA,92649,4,2.75,17 - Northwest Huntington Beach,2325,1503,1974,55,541,529,Active,,,CRMLS,N,Y,33.7,-118.1
33449,MLS Listing,NA,Vacant Land,Jacksonville,FL,32225,NA,NA,Queens Harbour Cc,NA,NA,NA,38,NA,563,Active,,,NEFLMLS,N,Y,30.3,-81.5
33450,New Construction Home,NA,Single Family Residential,Durham,NC,27703,2,2.5,Creekside at Bethpage,2542,NA,2017,235,168,NA,Active,,,NewHomeFeed,N,Y,35.9,-78.8
33451,MLS Listing,NA,Single Family Residential,Raleigh,NC,27615,6,5,North Ridge,4733,21344,1986,6,169,NA,Active,,,TMLS,N,Y,35.9,-78.6
33452,MLS Listing,NA,Condo/Co-op,Flushing,NY,11354,2,2,Flushing,647,NA,2003,106,997,NA,Active,,,BNYMLS,N,Y,40.8,-73.8
33453,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32258,4,2.5,Sandpiper Cove,2700,NA,NA,NA,104,NA,Active,,,NewHomeSource.com,N,Y,30.2,-81.6
33454,MLS Listing,NA,Single Family Residential,Atlanta,GA,30327,5,6,,NA,87294,2017,195,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33455,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,3,3,Morehead Forest,3114,13460,1997,28,160,244,Active,,,TMLS,N,Y,35.8,-79
33456,MLS Listing,NA,Multi-Family (2-4 Unit),Forest Hills,NY,11375,4,2,Forest Hills,2088,1748,1940,19,718,NA,Active,March-11-2018 11:45 AM,March-11-2018 01:30 PM,MLSLI,N,Y,40.7,-73.9
33457,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11213,3,2,Brooklyn,1776,2000,1901,99,619,NA,Active,March-11-2018 12:00 PM,March-11-2018 01:30 PM,MLSLI,N,Y,40.7,-73.9
33458,MLS Listing,NA,Condo/Co-op,Orlando,FL,32835,3,2,Orlando,1962,16012,2008,17,122,337,Active,,,MFRMLS,N,Y,28.5,-81.5
33459,MLS Listing,NA,Vacant Land,Jamaica,NY,11436,NA,NA,Jamaica,NA,5025,NA,21,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33460,MLS Listing,NA,Condo/Co-op,La Habra,CA,90631,1,1,87 - La Habra,660,NA,1971,49,447,288,Active,,,CRMLS,N,Y,33.9,-118
33461,MLS Listing,NA,Condo/Co-op,Coconut Grove,FL,33133,1,1,Lofts At Mayfair,790,NA,2007,988,354,379,Active,,,MARMLS,N,Y,25.7,-80.2
33462,MLS Listing,NA,Single Family Residential,Orlando,FL,32804,5,5.5,Orlando,5645,97859,1970,43,396,NA,Active,,,MFRMLS,N,Y,28.6,-81.4
33463,New Construction Plan,NA,Single Family Residential,Durham,NC,27703,3,3.5,Creekside at Bethpage,2425,NA,NA,NA,159,NA,Active,,,NewHomeSource.com,N,Y,35.9,-79
33464,MLS Listing,NA,Single Family Residential,San Juan Capistrano,CA,92675,5,5.5,OR - Ortega/Orange County,4280,7351,2007,180,343,290,Active,,,CRMLS,N,Y,33.5,-117.7
33465,MLS Listing,NA,Single Family Residential,Durham,NC,27707,4,4,Hope Valley,4809,20473,1989,30,161,NA,Active,,,TMLS,N,Y,35.9,-79
33466,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30328,1,1,Park Towers,NA,NA,1990,23,NA,23,Active,,,GAMLS,N,Y,33.9,-84.4
33467,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32225,4,3,Hidden Hills Cc,3277,NA,1987,86,149,104,Active,,,NEFLMLS,N,Y,30.4,-81.5
33468,MLS Listing,NA,Single Family Residential,Baltimore City,MD,21226,2,2,Curtis Bay,1106,2000,1920,86,59,NA,Active,,,MRIS,N,Y,39.2,-76.6
33469,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,,1030,NA,2005,155,388,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33470,New Construction Plan,NA,Single Family Residential,Chapel Hill,NC,27516,3,2.5,Briar Chapel,2478,NA,NA,NA,148,NA,Active,,,NewHomeSource.com,N,Y,35.8,-79.1
33471,MLS Listing,NA,Condo/Co-op,Sunnyside,NY,11104,2,1,47-55 39th Pl Condo,1000,NA,1938,102,1200,550,Active,,,MLSLI,N,Y,40.7,-73.9
